user_id,job_public_id,company_name,company_logo_url,job_title,job_description_text,job_description_document_url,resume_name,resume_url,created_at,updated_at
1,b2e092c7-9edf-48e7-8e9e-c67e6c3eeee8,Google,https://placehold.co/100x100?text=Google,Data Engineer Senior,"We are looking for a Data Engineer Senior to join our team at Google. You will work on scalable systems, collaborate with cross-functional teams, and contribute to high-impact projects.",https://docs.example.com/google_jd_1.pdf,caleb_adoumadje_resume_1.pdf,https://docs.example.com/resumes/caleb_resume_1.pdf,2026-01-01 10:00:00,2026-01-01 10:00:00
1,757be68a-8538-40c1-a108-74fdb15e0c07,IBM,https://placehold.co/100x100?text=IBM,Platform Engineer II,"We are looking for a Platform Engineer II to join our team at IBM. You will work on scalable systems, collaborate with cross-functional teams, and contribute to high-impact projects.",https://docs.example.com/ibm_jd_2.pdf,caleb_adoumadje_resume_2.pdf,https://docs.example.com/resumes/caleb_resume_2.pdf,2026-01-01 10:00:00,2026-01-01 10:00:00
1,45996e6e-6bc4-4f40-871d-0eaea3a46443,Netflix,https://placehold.co/100x100?text=Netflix,Full Stack Engineer III,"We are looking for a Full Stack Engineer III to join our team at Netflix. You will work on scalable systems, collaborate with cross-functional teams, and contribute to high-impact projects.",https://docs.example.com/netflix_jd_3.pdf,caleb_adoumadje_resume_3.pdf,https://docs.example.com/resumes/caleb_resume_3.pdf,2026-01-01 10:00:00,2026-01-01 10:00:00
1,c48f2cb8-5a6b-48f6-970e-a75bdcd8cd14,Netflix,https://placehold.co/100x100?text=Netflix,Cloud Engineer Senior,"We are looking for a Cloud Engineer Senior to join our team at Netflix. You will work on scalable systems, collaborate with cross-functional teams, and contribute to high-impact projects.",https://docs.example.com/netflix_jd_4.pdf,caleb_adoumadje_resume_4.pdf,https://docs.example.com/resumes/caleb_resume_4.pdf,2026-01-01 10:00:00,2026-01-01 10:00:00
1,37104965-9e87-402b-b9d3-3130514b9941,IBM,https://placehold.co/100x100?text=IBM,Data Engineer Lead,"We are looking for a Data Engineer Lead to join our team at IBM. You will work on scalable systems, collaborate with cross-functional teams, and contribute to high-impact projects.",https://docs.example.com/ibm_jd_5.pdf,caleb_adoumadje_resume_5.pdf,https://docs.example.com/resumes/caleb_resume_5.pdf,2026-01-01 10:00:00,2026-01-01 10:00:00
1,5b848a78-8b91-489c-9b40-9842b283bbe4,Tesla,https://placehold.co/100x100?text=Tesla,Machine Learning Engineer III,"We are looking for a Machine Learning Engineer III to join our team at Tesla. You will work on scalable systems, collaborate with cross-functional teams, and contribute to high-impact projects.",https://docs.example.com/tesla_jd_6.pdf,caleb_adoumadje_resume_6.pdf,https://docs.example.com/resumes/caleb_resume_6.pdf,2026-01-01 10:00:00,2026-01-01 10:00:00
1,17e09443-672c-427c-847a-8cd00ae59685,Airbnb,https://placehold.co/100x100?text=Airbnb,Backend Engineer Lead,"We are looking for a Backend Engineer Lead to join our team at Airbnb. You will work on scalable systems, collaborate with cross-functional teams, and contribute to high-impact projects.",https://docs.example.com/airbnb_jd_7.pdf,caleb_adoumadje_resume_7.pdf,https://docs.example.com/resumes/caleb_resume_7.pdf,2026-01-01 10:00:00,2026-01-01 10:00:00
1,5b7ace6b-278d-4444-ba56-11240bfcee96,Stripe,https://placehold.co/100x100?text=Stripe,Machine Learning Engineer I,"We are looking for a Machine Learning Engineer I to join our team at Stripe. You will work on scalable systems, collaborate with cross-functional teams, and contribute to high-impact projects.",https://docs.example.com/stripe_jd_8.pdf,caleb_adoumadje_resume_8.pdf,https://docs.example.com/resumes/caleb_resume_8.pdf,2026-01-01 10:00:00,2026-01-01 10:00:00
1,5cfe1444-ef53-4234-b66e-d301c9c57d74,Apple,https://placehold.co/100x100?text=Apple,Cloud Engineer Lead,"We are looking for a Cloud Engineer Lead to join our team at Apple. You will work on scalable systems, collaborate with cross-functional teams, and contribute to high-impact projects.",https://docs.example.com/apple_jd_9.pdf,caleb_adoumadje_resume_9.pdf,https://docs.example.com/resumes/caleb_resume_9.pdf,2026-01-01 10:00:00,2026-01-01 10:00:00
1,73f575ab-ddbb-4f1f-a3aa-ddafd10f675d,Twilio,https://placehold.co/100x100?text=Twilio,Cloud Engineer I,"We are looking for a Cloud Engineer I to join our team at Twilio. You will work on scalable systems, collaborate with cross-functional teams, and contribute to high-impact projects.",https://docs.example.com/twilio_jd_10.pdf,caleb_adoumadje_resume_10.pdf,https://docs.example.com/resumes/caleb_resume_10.pdf,2026-01-01 10:00:00,2026-01-01 10:00:00
